ID,Sentences
1259,TẮT TI VI PHÒNG CỦA BIN
1260,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI MƯƠI LĂM ĐỘ
1261,TẮT QUẠT SAU MỘT TIẾNG NỮA
1262,MỞ NHẠC ĐẾN BẢY GIỜ RƯỠI TỐI
1263,MỞ NHẠC DIU ÉT DIU KHÂY
1264,MỞ NHẠC THIỀN TRONG MƯỜI LĂM PHÚT
1265,MỞ BÀI ƯỚC MƠ CỦA MẸ NĂM LẦN
1266,MỞ NHẠC BI A NÔ
1267,QUẬN TÁM ĐANG CÓ MƯA KHÔNG
1268,QUẬN BA CHIỀU NAY CÓ MƯA KHÔNG
1269,QUẬN BA CHIỀU NAY CÓ MƯA
1270,NHIỆT ĐỘ BUỔI TRƯA TẠI QUẬN BA NHƯ THẾ NÀO
1271,THỜI TIẾT QUẬN BA TRƯA NAY
1272,CÁCH HAI MƯƠI PHÚC NHẮC TÔI UỐNG NƯỚC
1273,HỦY NHẮC NHỞ CHIỀU NAI
1274,ĐẶT BÁO THỨC NĂM GIỜ BA MƯƠI CHIỀU
1275,BẢY GIỜ SÁNG MỖI NGÀI NHẮC TÔI THỨC DẬY
1276,NĂM PHÚC NỮA NHẮC TÔI UỐNG NƯỚC
1277,NHẮC TÔI HAI TIẾNG NỮA TƯỚI CÂY
1278,XÓA BÁO THỨC ĐI LÀM VÀO LÚC BẢY GIỜ SÁNG
1279,NHẮC TÔI ĐI LÀM LÚC BẢY GIỜ SÁNG
1280,TÁC GIẢ CỦA BÓT CÁT NÀY LÀ AI
1281,MỞ BÓT CÁT TIẾP THEO
1282,MỞ KINH PHẬT NÀY TRONG BA TIẾNG
1283,MỞ BÓT CÁT PHÁP LUẬT
1284,MỞ BÓT CÁT THÌ THẦM
1285,MỞ CHƯƠNG TRÌNH RA ĐI Ô
1286,ĐỌC TIN NGẮN TRONG NGÀI
1287,MỞ TIN TỨC CỦA VIỆT NAM ỊT RÉC
1288,MỞ TIN TỨC CÔ VÍT
1289,MỞ CHƯƠNG CHÌNH THỜI SỰ TRÊN VÊ Ô VÊ
1290,MỞ RA ĐI Ô TẦN SỐ CHÍN MƯƠI CHÍN CHẤM CHÍN
1291,MỞ RA ĐI Ô KÊNH VÊ Ô VÊ MỘT
1292,CHO PHÁT TIẾNG GIÓ MƯỜI LẦN
1293,MỞ TIẾNG SÓNG BIỂN ĐẾN MƯỜI GIỜ TỐI
1294,PHÁT ÂM THANH TRẮNG TRONG MỘT TIẾNG
1295,NGÀY HAI MƯƠI THÁNG MƯỜI MỘT NHẰM NGÀY THỨ MẤY
1296,MÙNG MƯỜI THÁNG BA LÀ NGÀY GÌ
1297,HỦY KẾT NỐI LU TÚT
1298,BẬT LU TÚT
1299,KỂ CHUYỆN CƯỜI TRONG BA MƯƠI PHÚC
1300,KỂ CHUYỆN NGỤ NGÔN TRONG MỘT TIẾNG
1301,TẮT TI VI
1302,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN MƯỜI ĐỘ
1303,MỞ MÁY LẠNH MƯỜI TÁM ĐỘ
1304,LẶP LẠI BÀI NÀY MƯỜI LẦN
1305,PHÁT LẠI BÀI NÀY TRONG MƯỜI PHÚC
1306,MỞ NHẠC TRONG VÒNG BA MƯƠI GIÂY
1307,MỞ NHẠC GIÁNG SINH
1308,HAI NGÀN CỘNG MỘT BẰNG
1309,GỌI QUÁN PI GIA
1310,TÁM GIỜ NHẮC TÔI ĂN SÁNG
1311,GỌI TÔI DẬY LÚC BẢY GIỜ
1312,XÓA NHẮC NHỞ LÚC BA GIỜ CHIỀU
1313,NHẮC TÔI ĐI DẠO LÚC NĂM GIỜ MỖI NGÀY
1314,BA GIỜ CHIỀU NHẮC TÔI ĐI DẠO
1315,ĐỌC DANH SÁCH NHẮC NHỞ CỦA TÔI
1316,NĂM GIỜ CHIỀU NAY TAO CÓ NHẮC NHỞ GÌ KHÔNG
1317,MỖI NGÀY ĐÚNG SÁU GIỜ KÊU TAO DẬY
1318,ĐẶT BÁO THỨC LÚC SÁU GIỜ
1319,MỞ PÓT CÁT VẬT VỜ
1320,MỞ RA ĐI Ô ÉP EM CHÍN CHÍN CHẤM CHÍN
1321,MỞ TIN VẮN
1322,MỞ VÊ Ô VÊ GIAO THÔNG
1323,MỞ KÊNH CHÍN CHÍN CHẤM CHÍN
1324,MỞ RA ĐI Ô
1325,TĂNG ÂM LƯỢNG LÊN HAI MỨC
1326,ÂM LƯỢNG MỨC MỘT
1327,MỞ LU TÚT
1328,TẮT TRUYỆN VÀO MỘT GIỜ ĐÊM
1329,TẮT TRUYỆN SAU MỘT TIẾNG NỮA
1330,ĐỌC TRUYỆN TRONG VÒNG HAI GIỜ
1331,ĐỌC TRUYỆN ĐẾN MƯỜI MỘT GIỜ ĐÊM
1332,ĐỌC NĂM TRUYỆN CỔ TÍCH
1333,ĐỌC TRUYỆN AN ĐÉC XEN
1334,KỂ TRUYỆN SỰ TÍCH THẠCH SÙNG
1335,TẮT NHẠC SAU BA MƯƠI PHÚT NỮA
1336,PHÁT NHẠC ĐẾN MƯỜI GIỜ TỐI
1337,MỞ BÀI NGÀY ĐẦU TIÊN BA LẦN
1338,MỞ MƯỜI BÀI NHẠC THIẾU NHI
1339,PHÁT NHẠC HÒA TẤU TRONG HAI GIỜ
1340,ĐI MAI CA
1341,DỪNG PHÁT NGAY VÀ LUÔN ĐI MAI CA ƠI
1342,QUA BÀI KHÁC ĐI MAI CA ƠI
1343,QUA BÀI KHÁC ĐI MAI CA ƠI
1344,QUA BÀI HÁT ĐI MAI CA ƠI
1345,QUA BÀI KHÁC ĐI MAI CA ƠI
1346,MỞ BÀI KHÁC ĐI MAI CA ƠI
1347,MỞ MỘT BÀI CỦA CA SĨ MỸ TÂM
1348,MỞ MỘT BÀI CỦA NHẠC SĨ PHẠM DUY
1349,NHẮC TÔI MƯỜI LĂM PHÚT NỮA TẮT ĐÈN
1350,NHẮC TÔI ĐI CHƠI LÚC MƯỜI BẢY GIỜ
1351,NHẮC TÔI TƯỚI NƯỚC LÚC TÁM GIỜ
1352,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP
1353,NHẮC TÔI ĐI HỌC LÚC CHÍN GIỜ
1354,NHẮC TÔI MUA ĐỒ LÚC MƯỜI BẢY GIỜ
1355,ĐẶT BÁO THỨC LÚC BẢY GIỜ
1356,MỞ TIẾP BÓT CÁT
1357,MỞ BÓT CÁT VỀ CÔNG NGHỆ
1358,MỞ LẠI BÓT CÁT
1359,TẮT BÓT CÁT
1360,MỞ BÓT CÁT KHÁC
1361,BÓT CÁT ĐANG MỞ TÊN GÌ
1362,MỞ BÓT CÁT
1363,MỞ TIN HÓT
1364,TẮT RÂY ĐI Ô LÚC NĂM GIỜ
1365,MỞ RÂY ĐI Ô ĐẾN NĂM GIỜ
1366,MỞ RÂY ĐI Ô TRONG HAI TIẾNG
1367,MỞ CHƯƠNG TRÌNH RÂY ĐI Ô BẠN HỮU ĐƯỜNG XA
1368,MỞ ĐÀI VÊ Ô VÊ MỘT
1369,MỞ RÂY ĐI Ô
1370,MỞ TIẾNG ỒN TRẮNG TỚI CHÍN GIỜ
1371,MỞ ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT
1372,MẤY NGÀY NỮA ĐẾN MỘT THÁNG TƯ
1373,TĂNG ÂM LƯỢNG LÊN MƯỜI PHẦN TRĂM
1374,BẬT LU TÚT
1375,KỂ BA TRUYỆN ĐI
1376,TẮT TRUYỆN LÚC CHÍN GIỜ
1377,MỞ TRUYỆN TRONG BA MƯƠI PHÚT
1378,MỞ TRUYỆN ĐẾN MƯỜI GIỜ
1379,MỞ TRUYỆN CỔ RIM
1380,TĂNG ÂM LƯỢNG TI VI
1381,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN HAI MƯƠI TÁM ĐỘ
1382,TẮT NHẠC LÚC CHÍN GIỜ
1383,MỞ NHẠC TRONG BA MƯƠI PHÚT
1384,MỞ NHẠC ĐẾN CHÍN GIỜ
1385,KỂ MỘT SỐ QUÁN ĂN NỔI TIẾNG Ở SÀI GÒN
1386,TÌNH HÌNH DỊCH CÔ VÍT Ở HÀ NỘI THẾ NÀO
1387,NHIỆT ĐỘ LÚC MƯỜI HAI GIỜ TRƯA NAY LÀ BAO NHIÊU
1388,CHIỀU NAY QUẬN BA CÓ MƯA KHÔNG
1389,NHẮC TÔI CÓ TIỆC SINH NHẬT VÀO BẢY GIỜ TỐI NAY
1390,NHẮC TÔI CÓ CUỘC HỌP TRONG VÒNG MỘT TIẾNG NỮA
1391,NHẮC TÔI NỘP BÀI TẬP LÚC MƯỜI MỘT GIỜ TỐI THỨ TƯ TUẦN SAU
1392,ĐẶT BÁO THỨC VÀO NĂM GIỜ SÁNG NGÀY MAI
1393,NHẮC TÔI ĐI BƠI BẢY GIỜ SÁNG THỨ BẢY HÀNG TUẦN
1394,ĐẶT LỊCH HẸN VỚI KHÁCH HÀNG MỘT GIỜ RƯỠI CHIỀU NAY
1395,NHẮC TÔI ĐI NGỦ LÚC MƯỜI MỘT GIỜ TỐI HẰNG NGÀY
1396,NHẮC TUI ĐI SIÊU THỊ VÀO SÁU GIỜ CHIỀU CHỦ NHẬT NÀY
1397,NHẮC TUI ĂN TRƯA VÀO MƯỜI HAI GIỜ MỖI NGÀY
1398,GỌI TÔI THỨC DẬY LÚC SÁU GIỜ SÁNG HẰNG NGÀY
1399,MỞ BÓT CÁT CHẬM CHẬM MÀ SỐNG
1400,MỞ BÓT CÁT BÍ ẨN SỰ VIỆC
1401,CHUYỂN KÊNH VÊ Ô VÊ GIAO THÔNG
1402,ĐỌC TRUYỆN TỚI MƯỜI GIỜ TỐI
1403,MỞ RA ĐI Ô ĐỌC TRUYỆN ĐÊM KHUYA
1404,TẮT RA ĐI Ô ĐI
1405,MỞ RA ĐI Ô VÀO LÚC MƯỜI GIỜ TỐI
1406,BẬT ĐÀI PHÁT THANH BÌNH DƯƠNG
1407,MỞ KÊNH VÊ Ô HÁT
1408,MÙNG MỘT TẾT SANG NĂM LÀ NGÀY NÀO
1409,TẠI SAO LẠI CÓ NGÀY TÁM THÁNG BA
1410,NGÀY MƯỜI THÁNG BA NĂM NAY LÀ THỨ MẤY
1411,TẮT LU TÚT ĐI
1412,PHÁT LU TÚT
1413,ĐỌC TRUYỆN ĐẾN MƯỜI MỘT GIỜ
1414,TĂNG ÂM LƯỢNG TI VI LÊN ĐI
1415,TĂNG NHIỆT ĐỘ LÊN BA ĐỘ
1416,GIẢM NHIỆT ĐỘ XUỐNG MỘT NỬA
1417,MỞ TI VI ĐI
1418,BẬT NHẠC SƠN TÙNG EM TI BI
1419,MỞ BÀI NÀY TRONG MỘT TIẾNG
1420,TIẾNG THÁI NÓI ANH THÍCH EM NHƯ NÀO VẬY MAI CA
1421,XE BẢY CHỖ GIÁ MỘT TỶ
1422,VIN RÚP THÀNH LẬP TỪ NĂM NÀO
1423,TẬP ĐOÀN VIN RÚP CÓ BAO NHIÊU CÔNG TY CON
1424,CHỦ TỊCH CÔNG TY VIN RÚP LÀ AI
1425,MAI CA BAO NHIÊU TUỔI
1426,THỜI TIẾT HÔM NAY NHƯ NÀO
1427,HÔM NAY Ở QUẬN MỘT CÓ MƯA KHÔNG
1428,BỎ CÀI BÁO THỨC LÚC BẢY GIỜ ĐI MAI CA
1429,CÓ MẤY CÁI BÁO THỨC TRƯỚC TÁM GIỜ
1430,NHẮC NHỞ GẦN NHẤT CỦA TÔI LÀ GÌ VẬY MAI CA
1431,LÚC TÁM GIỜ NHẮC TÔI HỌP LÚC TÁM GIỜ BA MƯƠI
1432,NHẮC TÔI GỬI BÁO CÁO CHO SẾP TRƯỚC CHÍN GIỜ
1433,CÀI BÁO THỨC LÚC NĂM GIỜ THÀNH NĂM GIỜ BA MƯƠI
1434,ĐỪNG BÁO THỨC LÚC NĂM GIỜ NỮA
1435,THAY BÁO THỨC LÚC NĂM GIỜ SÁNG NHA
1436,BÓT CÁT NÀY VỀ CHỦ ĐỀ GÌ
1437,BÓT CÁT NÀY CỦA AI THẾ
1438,BÓT CÁT NÀY ĐÃ PHÁT ĐƯỢC BAO NHIÊU PHÚT RỒI
1439,BÓT CÁT NÀY DÀI MẤY PHÚT VẬY
1440,MỞ BÓT CÁT NGHE GẦN NHẤT TỪ ĐOẠN BA MƯƠI PHÚT
1441,MỞ BÓT CÁT MỚI NHẤT CỦA NHẬT NAM
1442,MỞ BÓT CÁT VĂN HỌC
1443,MỞ BÓT CÁT VỀ PHONG CÁCH SỐNG
1444,MỞ BÓT CÁT MỚI NHẤT CỦA AI CŨNG ĐƯỢC
1445,BẬT BÓT CÁT CỦA HIẾU NGUYỄN
1446,TẮT NHẠC SAU MƯỜI PHÚT
1447,CHUYỂN SANG KÊNH VÊ Ô VÊ GIAO THÔNG
1448,TẮT RA ĐI Ô SAU NĂM PHÚT
1449,MỞ CHƯƠNG TRÌNH TIN TỨC CỦA VI EN RÉT
1450,MỞ VÊ Ô VÊ GIAO THÔNG LÚC NĂM GIỜ CHIỀU
1451,MỞ RÂY ĐI Ô KÊNH NÀO CŨNG ĐƯỢC
1452,LỊCH NĂM NGÀY
1453,KẾT NỐI BỜ LU TÚT VỚI TI VI EO GI
1454,TẮT BỜ LU TÚT ĐI
1455,KỂ CHUYỆN KHÁC ĐI MAI CA
1456,KỂ LẠI BA MƯƠI GIÂY ĐƯỢC KHÔNG
1457,MAI CA KỂ CHUYỆN NỬA ĐÊM ĐI
1458,MAI CA KỂ CHUYỆN NHỎ TIẾNG THÔI
1459,MAI CA KỂ CHUYỆN TO LÊN ĐƯỢC KHÔNG
1460,MAI CA CÓ KỂ ĐƯỢC CHUYỆN SỌ DỪA KHÔNG
1461,KỂ CHUYỆN THẦY BÓI XEM VOI ĐI MAI CA
1462,SAU HAI MƯƠI PHÚT NỮA TẮT TI VI ĐI MAI CA
1463,CHIẾU TI VI KÊNH VÊ TÊ VÊ MỘT ĐI MAI CA
1464,MỞ ĐÀI VÊ Ô VÊ GIAO THÔNG VÀ TĂNG ÂM LƯỢNG LÊN NĂM MƯƠI
1465,GIẢM NHIỆT ĐỘ MÁY LẠNH HAI XUỐNG MƯỜI TÁM
1466,TĂNG NHIỆT ĐỘ MÁY LẠNH MỘT LÊN HAI MƯƠI LĂM
1467,TẮT ĐÈN PHÒNG NGỦ TRONG HAI MƯƠI PHÚT NỮA
1468,BẬT QUẠT SỐ HAI MỨC HAI
1469,CHUYỂN QUA BÀI KHÁC ĐI MAI CA
1470,MỞ MỘT DANH SÁCH NHẠC THIỀN
1471,PHÁT THÊM BA BÀI NỮA RỒI TẮT NHẠC
1472,TẮT NHẠC SAU MỘT TIẾNG NỮA
1473,MỞ NHẠC THÊM BA MƯƠI PHÚT NỮA RỒI TẮT
1474,PHÁT MỘT DANH SÁCH NHẠC BUỒN ĐI MAI CA
1475,BẬT MỘT BÀI NHẠC ĐI
1476,BẢY NHÂN TÁM CỘNG NĂM BẰNG BAO NHIÊU
1477,DỊCH TỪ CƯỜI TOE TOÉT SANG TIẾNG TRUNG QUỐC
1478,SINH NHẬT CHÓP LY BÚT
1479,DỊCH CÂU HÔM NAY TRỜI ĐẸP SANG TIẾNG SỜ BAN NỊT
1480,HÒA MIN DY MẤY TUỔI RỒI
1481,GỌI CHO MẸ MÌNH ĐI
1482,TIA U VÊ HIỆN TẠI NGOÀI TRỜI LÀ BAO NHIÊU
1483,HÔM NAY THỜI TIẾT QUẬN BA NHƯ THẾ NÀO
1484,QUẬN BA HÔM NAY TRỜI CÓ MƯA KHÔNG
1485,HÔM NAY SÀI GÒN CÓ MƯA LÚC MƯỜI TÁM GIỜ KHÔNG
1486,MƯỜI BẢY GIỜ HÔM NAY CÓ MƯA KHÔNG
1487,MỖI MƯỜI LĂM HÀNG THÁNG NHẮC TÔI THANH TOÁN TIỀN ĐIỆN
1488,HỦY NHẮC NHỞ CỦA CHIỀU NAY
1489,CỨ HAI MƯƠI PHÚT NHẮC TÔI UỐNG NƯỚC
1490,NHẮC TÔI NĂM PHÚT NỮA TƯỚI CÂY
1491,NHẮC TÔI ĐI NGỦ LÚC MƯỜI GIỜ BA MƯƠI MỖI NGÀY
1492,MỘT TIẾNG NỮA NHẮC TÔI ĐỌC SÁCH
1493,ĐẶT BÁO THỨC LÚC SÁU GIỜ BA MƯƠI
1494,MỞ BÓT CÁT KHÁC
1495,AI ĐANG PHÁT BÓT CÁT
1496,BÓT CÁT CỦA AI ĐÂY
1497,MỞ BÓT CÁT CỦA VẬT VỜ
1498,MỞ BÓT CÁT
1499,PHÁT TIN TỨC ĐẾN MƯỜI HAI GIỜ TRƯA
1500,MỞ RA ĐI Ô CA NHẠC LÚC HAI MƯƠI
1501,TẮT TIN
1502,MỞ RA ĐI Ô SỐ MƯỜI
1503,MỞ KÊNH RA ĐI Ô BÓNG ĐÁ
1504,TẾT NGUYÊN ĐÁN HAI KHÔNG HAI BA NGÀY BAO NHIÊU DƯƠNG LỊCH
1505,NÔ EN NGÀY MẤY ÂM LỊCH
1506,TẮT KẾT NỐI LU TÚT
1507,HỦY LIÊN KẾT LU TÚT
1508,KẾT NỐI LU TÚT
1509,BẬT LU TÚT
1510,KỂ CHUYỆN HAI TIẾNG
1511,GIẢM ÂM LƯỢNG TI VI
1512,TẮT ĐÈN DÙM ĐI
1513,MỞ NHẠC HAI TIẾNG
1514,MỞ BÀI Ô KÊ CỦA BIN DI
1515,BẬT NHẠC MỘT TIẾNG
1516,MỞ NHẠC CỦA NGỌT
1517,VÀNG BÁN RA BAO NHIÊU MỘT LƯỢNG
1518,BỐN TRĂM NĂM MƯƠI TƯ VẠN NHÂN NĂM CHIA SÁU CỘNG CHÍN BẰNG BAO NHIÊU
1519,GỌI CHO MAI NHÉ
1520,ĐẶT BÁO THỨC SAU CHÍN PHÚT NỮA
1521,BA MƯƠI PHÚT NỮA ANH NHẮC TÔI ĐI NGỦ
1522,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC BẢY GIỜ
1523,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC
1524,CHÍN GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG
1525,ĐẶT BÁO THỨC CHO TÔI LÚC HAI MỐT GIỜ
1526,NHẮC TÔI XEM TIN TỨC LÚC MỘT GIỜ MỖI NGÀY
1527,BỎ NHẮC NHỞ LÚC BỐN GIỜ
1528,HAI GIỜ CHIỀU NAY NHẮC TÔI ĐI CHƠI
1529,NHẮC TÔI UỐNG THUỐC NĂM LẦN MỖI NGÀY
1530,NHẮC TÔI ĐI CHỢ VÀO BA GIỜ CHIỀU NAY
1531,TÔI MUỐN ĐẶT BÁO THỨC LÚC NĂM GIỜ
1532,TẮT PHÁP THOẠI
1533,BẬT PHÁP THOẠI TRONG MỘT TIẾNG
1534,MỞ BÓT CÁT
1535,MỞ BÓT CÁT TRONG MỘT TIẾNG
1536,TẮT BÓT CÁT
1537,PHÁT BÓT CÁT VẬT VỜ
1538,NGHE BÓT CÁT VỀ SỨC KHỎE ĐI
1539,CHUYỂN BÓT CÁT
1540,MỞ BÓT CÁT VỀ TÀI CHÍNH
1541,BÓT CÁT ĐANG PHÁT TÊN GÌ
1542,BẬT BÓT CÁT ĐI
1543,TÔI MUỐN NGHE BÓT CÁT
1544,BẬT ĐÀI TRONG MỘT TIẾNG
1545,BẬT ĐÀI TỪ NĂM GIỜ
1546,MỞ ĐÀI VÊ Ô HÁT
1547,NGHE CHƯƠNG TRÌNH QUÍCH ÈN SỜ NÂU ĐI
1548,NGHE ĐÀI VÊ Ô VÊ ĐI
1549,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN
1550,MỞ TIẾNG CON MÈO TRONG MỘT TIẾNG
1551,NGÀY MÙNG BA THÁNG BA ÂM LỊCH VÀO THỨ MẤY
1552,TĂNG BA MỨC ÂM LƯỢNG
1553,BẬT LU TÚT
1554,ĐỌC BA TRUYỆN THIẾU NHI
1555,ĐỌC TRUYỆN MA TRONG MƯỜI HAI GIỜ
1556,ĐỌC TRUYỆN MA TỚI MƯỜI HAI GIỜ
1557,ĐỌC TRUYỆN ĐÔ RÊ MON MỘT NGHÌN LẦN NHÁ
1558,ĐỌC TRUYỆN ĐÔ RÊ MON ĐI
1559,TĂNG ÂM LƯỢNG TI VI
1560,BẬT MÁY LẠNH HAI MƯƠI ĐỘ
1561,MỞ DU TÚP
1562,BẬT BÀI NÀY TRONG BỐN MƯƠI PHÚT
1563,CĂN BẬC HAI CỦA HAI LĂM
1564,ÔNG GIÀ NO EN CÓ THẬT KHÔNG
1565,GỌI MAI KA PHÒNG LÀM VIỆC
1566,LƯỢNG MƯA THÁNG TRƯỚC NHƯ THẾ NÀO
1567,ĐẶT BÁO THỨC SAU CHÍN PHÚT NỮA
1568,BA MƯƠI PHÚT NỮA NHẮC TÔI ĐI NGỦ
1569,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC BẢY GIỜ
1570,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC
1571,CHÍN GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG
1572,ĐẶT BÁO THỨC CHO TÔI LÚC HAI MỐT GIỜ
1573,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP
1574,NHẮC TÔI ĐI LÀM LÚC TÁM GIỜ SÁNG HÀNG NGÀY
1575,NHẮC TÔI SÁNG MAI DẬY ĐI TẬP THỂ DỤC LÚC SÁU GIỜ BA MƯƠI
1576,MỞ TIẾNG BỐT CÁT
1577,MỞ BỐT CÁT VỀ CÔNG NGHỆ
1578,MỞ LẠI BỐT CÁT
1579,TẮT BỐT CÁT
1580,MỞ BỐT CÁT CỦA TÂM SỰ
1581,MỞ BỐT CÁT CỦA VÕ THÀNH NINH
1582,MỞ BỐT CÁT
1583,TẮT RA ĐI Ô
1584,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT
1585,MỞ BẢN TIN THỂ THAO HẮT TÊ VÊ BẢY
1586,MỞ BẢN TIN VÊ TÊ VÊ BA
1587,MỞ KÊNH VÊ Ô VÊ GIAO THÔNG
1588,MỞ RA ĐI Ô VÊ Ô VÊ GIAO THÔNG
1589,MỞ RA ĐI Ô ÉP EM CHÍN MƯƠI CHÍN MÊ GA HẠT
1590,MỞ RA ĐI Ô LÀN SÓNG XANH
1591,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN
1592,MỞ TIẾNG CON MÈO TRONG MỘT TIẾNG
1593,MẤY NGÀY NỮA ĐẾN MỘT THÁNG TƯ
1594,NGÀY VA LEN THAI
1595,TĂNG ÂM LƯỢNG LÊN MƯỜI PHẦN TRĂM
1596,MỞ BỜ LU TÚT
1597,BẬT BỜ LU TÚT
1598,KỂ BA TRUYỆN ĐI
1599,TẮT TRUYỆN LÚC CHÍN GIỜ
1600,MỞ TRUYỆN TRONG BA MƯƠI PHÚT
1601,MỞ TRUYỆN ĐẾN MƯỜI GIỜ
1602,KỂ MƯỜI CHUYỆN CỔ TÍCH
1603,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI ĐỘ
1604,TĂNG MÁY LẠNH LÊN HAI ĐỘ
1605,CHỈNH NHIỆT ĐỘ ĐIỀU HÒA THÀNH HAI LĂM ĐỘ
1606,BẬT TI VI
1607,GIẢM ÂM LƯỢNG TI VI PHÒNG KHÁCH
1608,MỞ TI VI PHÒNG KHÁCH
1609,MỞ BÀI NÀY ĐẾN MƯỜI RƯỠI SÁNG
1610,MỞ BÀI NÀY TRONG MỘT GIỜ
1611,ĐỌC LẠI BÀI NÀY MƯỜI LẦN
1612,MỞ NHẠC RU NGỦ ĐẾN MƯỜI HAI GIỜ ĐÊM
1613,MỞ NHẠC THƯ GIÃN TRONG HAI TIẾNG
1614,MỞ ÂM THANH TRẮNG TRONG HAI GIỜ
1615,BA NHÂN MƯỜI HAI BẰNG BAO NHIÊU
1616,TÔI CÓ LỊCH HẸN VÀO LÚC TÁM GIỜ TỐI NAY
1617,NHẮC TÔI BẢY GIỜ TỐI THỨ TƯ ĐI ĐÁ BÓNG
1618,NHẮC TÔI NĂM GIỜ CHIỀU GỌI CHO ÔNG BÀ
1619,NHẮC TÔI MƯỜI MỘT GIỜ NẤU CƠM
1620,NHẮC TÔI UỐNG NƯỚC SAU HAI GIỜ NỮA
1621,NHẮC TÔI SAU MƯỜI PHÚT NỮA
1622,CHÍN GIỜ SÁNG MAI NHẮC TÔI ĐI LÀM GIẤY TỜ
1623,NHẮC TÔI TẬP THỂ DỤC VÀO LÚC NĂM GIỜ SÁNG MỖI NGÀY
1624,NHẮC TÔI BA MƯƠI PHÚT NỮA UỐNG NƯỚC
1625,NHẮC TÔI NĂM GIỜ SÁNG MAI DẬY SỚM
1626,MỞ BÓT CÁT
1627,MỞ ĐÀI VÊ Ô HẮT
1628,MỞ ĐÀI VÊ Ô VÊ
1629,MỞ ĐÀI ÉP EM
1630,MỞ ÉP EM
1631,MỞ RÂY ĐI Ô
1632,ÂM LƯỢNG MỨC TÁM
1633,TẮT BỜ LU TÚT
1634,MỞ BỜ LU TÚT
1635,KỂ MƯỜI TRUYỆN CƯỜI
1636,KỂ MƯỜI TRUYỆN CỔ TÍCH
1637,MỞ DANH SÁCH NHẠC HÓT
1638,MỞ NHẠC BI A NÔ
1639,ĐỊNH LUẬT NIU TƠN LÀ GÌ
1640,KẾT QUẢ CỦA MƯỜI CHIA HAI
1641,ĐỔI HAI Ơ RÔ SANG TIỀN VIỆT NAM
1642,QUẬN BA ĐANG CÓ MƯA KHÔNG
1643,NHẮC TÔI MƯỜI BỐN GIỜ CHIỀU NAY CÓ CUỘC HỌP
1644,BÁO THỨC LÚC BẢY GIỜ SÁNG
1645,CỨ HAI TIẾNG NHẮC TÔI TƯỚI CÂY
1646,NĂM PHÚT NỮA NHẮC TUI UỐNG NƯỚC
1647,NHẮC TÔI UỐNG THUỐC VÀO LÚC HAI MƯƠI GIỜ MỖI NGÀY
1648,NHẮC TÔI MƯỜI PHÚT NỮA TẮT BẾP ĐIỆN
1649,NHẮC TÔI BỐN GIỜ SÁNG MAI DẬY VỀ NHÀ
1650,PHÁT LẠI PÓT CÁT TRƯỚC ĐÓ
1651,AI ĐANG ĐỌC PÓT CÁT
1652,MỞ PÓT CÁT CHỦ ĐỀ PHÁP LUẬT
1653,MỞ CHƯƠNG TRÌNH VÊ Ô VÊ
1654,MỞ PÓT CÁT NHỮNG LÁ THƯ XANH
1655,TẮT PÓT CÁT
1656,MỞ PÓT CÁT CỦA VÊ Ô VÊ
1657,TÔI MUỐN NGHE PÓT CÁT
1658,BẬT CHƯƠNG TRÌNH RA ĐI Ô
1659,TẮT RA ĐI Ô
1660,MỞ RA ĐI Ô TRONG BA MƯƠI PHÚT
1661,MỞ TIN TỨC THỂ THAO TRÊN KÊNH VÊ Ô VÊ
1662,MỞ ĐÀI VÊ Ô VÊ
1663,MỞ VÊ Ô VÊ MỘT
1664,MỞ ĐÀI ÉP EM CHÍN MƯƠI CHÍN CHẤM CHÍN MÊ GA HẸC
1665,MỞ TIẾNG MƯA ĐẾN MƯỜI GIỜ TỐI
1666,PHÁT ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT
1667,NGÀY BA MƯƠI THÁNG TƯ LÀ THỨ MẤY
1668,KẾT NỐI LU TÚT
1669,TẮT LU TÚT
1670,BẬT LU TÚT
1671,PHÁT TRUYỆN KINH DỊ ĐẾN MƯỜI MỘT GIỜ TỐI
1672,KỂ TRUYỆN TRONG BA MƯƠI PHÚT
1673,KỂ HAI TRUYỆN CỔ TÍCH
1674,KỂ CHUYỆN CỔ TÍCH
